,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
305,Poum,-20.23,164.02,294.17,70.0,1.0,9.99,NC,1596333408.0
306,Katsuura,35.13,140.3,303.71,74.0,20.0,2.1,JP,1596333382.0
307,Puro,12.48,123.38,302.35,68.0,100.0,1.74,PH,1596333463.0
308,Acapulco de Juárez,16.86,-99.89,303.15,79.0,75.0,4.6,MX,1596333463.0
309,Mahendranagar,28.92,80.33,301.62,73.0,8.0,0.97,NP,1596333463.0
310,Jinchang,38.5,102.17,299.25,15.0,99.0,2.67,CN,1596333464.0
311,Ternate,0.8,127.4,301.11,73.0,59.0,1.93,ID,1596333464.0
312,Nokaneng,-19.67,22.27,283.52,45.0,0.0,3.27,BW,1596333464.0
313,Plettenberg Bay,-34.05,23.37,293.03,26.0,0.0,3.54,ZA,1596333464.0
314,Anori,-3.77,-61.64,297.9,60.0,100.0,0.22,BR,1596333465.0
315,The Valley,18.22,-63.06,301.48,78.0,20.0,2.1,AI,1596333465.0
317,Broome,42.25,-75.83,297.15,53.0,90.0,1.5,US,1596333465.0
318,Flin Flon,54.77,-101.86,293.49,50.0,0.0,1.03,CA,1596333465.0
319,Ilhabela,-23.78,-45.36,292.14,84.0,28.0,3.47,BR,1596333466.0
320,Santa Isabel Rio Negro,-0.41,-65.02,297.83,77.0,30.0,0.72,BR,1596333466.0
321,Raja,8.46,25.68,293.97,97.0,100.0,1.94,SS,1596333402.0
322,Deputatsky,69.3,139.9,289.35,51.0,4.0,2.35,RU,1596333447.0
323,Voyvozh,62.89,54.96,283.36,98.0,100.0,1.23,RU,1596333467.0
324,Arlit,18.74,7.39,304.19,45.0,6.0,1.98,NE,1596333467.0
325,Chokurdakh,70.63,147.92,288.82,52.0,95.0,2.35,RU,1596333467.0
326,Baracoa,20.35,-74.5,300.33,83.0,100.0,3.48,CU,1596333467.0
327,Goderich,43.75,-81.72,297.04,75.0,98.0,0.89,CA,1596333426.0
328,Khani,41.96,42.96,295.15,94.0,90.0,1.0,GE,1596333376.0
329,Ibotirama,-12.19,-43.22,294.16,58.0,5.0,2.47,BR,1596333468.0
330,Jagodina,43.98,21.26,288.15,100.0,0.0,0.5,RS,1596333468.0
331,Safi,32.3,-9.24,296.78,68.0,0.0,6.2,MA,1596333450.0
332,Letlhakane,-21.42,25.58,283.66,54.0,0.0,4.01,BW,1596333469.0
333,Dawlatabad,36.41,64.91,297.04,28.0,0.0,0.6,AF,1596333469.0
334,Mapiripán,2.89,-72.13,297.69,75.0,95.0,1.69,CO,1596333469.0
335,Saint-Pierre,-21.34,55.48,293.15,72.0,90.0,4.1,RE,1596333469.0
336,Namwala,-15.75,26.44,280.04,68.0,0.0,1.98,ZM,1596333470.0
337,Murmashi,68.82,32.81,280.15,100.0,75.0,1.28,RU,1596333470.0
338,Husavik,66.04,-17.34,284.15,93.0,20.0,1.0,IS,1596333441.0
339,Dharmadam,11.78,75.43,297.78,90.0,100.0,2.64,IN,1596333470.0
340,Mogadishu,2.04,45.34,298.12,77.0,24.0,7.74,SO,1596333444.0
341,Atar,20.52,-13.05,309.49,24.0,0.0,3.79,MR,1596333471.0
343,Manavālakurichi,8.13,77.3,299.15,88.0,75.0,1.0,IN,1596333471.0
344,Margate,51.38,1.39,290.93,67.0,13.0,1.79,GB,1596333472.0
345,Cidreira,-30.18,-50.21,288.7,74.0,0.0,4.5,BR,1596333472.0
346,Puerto Madryn,-42.77,-65.04,284.91,47.0,47.0,8.52,AR,1596333472.0
347,Chok Chai,14.73,102.17,299.15,88.0,75.0,2.6,TH,1596333472.0
348,Çermik,38.14,39.45,295.15,40.0,0.0,3.1,TR,1596333472.0
349,Salalah,17.02,54.09,300.15,94.0,20.0,1.0,OM,1596333291.0
350,Otane,-39.88,176.63,284.82,76.0,100.0,3.13,NZ,1596333473.0
351,Vasterhaninge,59.12,18.1,289.82,52.0,87.0,3.72,SE,1596333473.0
352,Gualaca,8.53,-82.3,294.26,85.0,43.0,0.89,PA,1596333473.0
353,Scharbeutz,54.03,10.75,292.59,86.0,99.0,1.34,DE,1596333474.0
355,Pevek,69.7,170.31,276.02,89.0,90.0,2.48,RU,1596333474.0
356,Hohhot,40.81,111.65,294.15,73.0,9.0,2.0,CN,1596333474.0
357,Ribeirão Branco,-24.22,-48.77,285.82,95.0,69.0,2.26,BR,1596333475.0
358,Yar-Sale,66.83,70.83,288.5,83.0,18.0,4.15,RU,1596333475.0
359,Itapirapuã,-15.82,-50.61,293.42,45.0,1.0,2.79,BR,1596333475.0
360,San Jose,37.34,-121.89,299.26,47.0,75.0,5.1,US,1596333462.0
361,Port Hardy,50.7,-127.42,297.15,47.0,75.0,5.1,CA,1596333364.0
362,Todos Santos,23.45,-110.22,300.37,74.0,0.0,1.34,MX,1596333476.0
363,Nikolskoye,59.7,30.79,285.93,87.0,95.0,2.0,RU,1596333476.0
364,Ossora,59.24,163.07,291.3,56.0,2.0,4.42,RU,1596333476.0
365,Kokopo,-4.35,152.26,301.55,72.0,99.0,5.33,PG,1596333477.0
366,Jiuquan,39.74,98.52,298.12,16.0,8.0,5.17,CN,1596333477.0
367,Umeå,63.83,20.26,287.15,93.0,39.0,3.6,SE,1596333477.0
368,Vanavara,60.34,102.28,295.17,48.0,99.0,4.2,RU,1596333477.0
369,Maputo,-25.97,32.59,289.26,100.0,0.0,1.98,MZ,1596333478.0
370,Nambucca Heads,-30.65,153.0,292.04,68.0,0.0,4.1,AU,1596333478.0
371,Asău,46.43,26.4,284.82,90.0,17.0,1.07,RO,1596333475.0
372,Vanimo,-2.67,141.3,297.72,89.0,100.0,3.14,PG,1596333478.0
373,Coquimbo,-29.95,-71.34,284.15,87.0,10.0,1.0,CL,1596333479.0
374,Santa Quitéria do Maranhão,-3.52,-42.55,295.75,89.0,1.0,1.67,BR,1596333229.0
375,Iisalmi,63.56,27.19,287.15,93.0,20.0,1.0,FI,1596333479.0
376,Aquidauana,-20.47,-55.79,298.14,35.0,0.0,4.4,BR,1596333479.0
377,Ponta Delgada,37.73,-25.67,293.15,72.0,40.0,2.6,PT,1596333479.0
378,Havøysund,71.0,24.66,282.15,87.0,83.0,4.1,NO,1596333480.0
379,Kununurra,-15.77,128.73,300.15,15.0,3.0,3.6,AU,1596333480.0
380,Alofi,-19.06,-169.92,298.15,61.0,100.0,5.1,NU,1596333435.0
381,Beringovskiy,63.05,179.32,283.47,80.0,100.0,5.52,RU,1596333190.0
382,Noumea,-22.28,166.46,295.15,49.0,90.0,5.1,NC,1596333474.0
383,Qui Nhon,13.77,109.23,304.15,62.0,95.0,4.73,VN,1596333481.0
384,Venkatagiri,13.97,79.58,299.15,88.0,40.0,3.23,IN,1596333481.0
385,Tateyama,34.98,139.87,303.15,78.0,40.0,4.6,JP,1596333481.0
386,Miyazu,35.53,135.18,300.15,83.0,75.0,1.0,JP,1596333482.0
387,Mehamn,71.04,27.85,282.36,86.0,91.0,2.17,NO,1596333482.0
388,Miyako,39.64,141.95,297.32,76.0,100.0,4.56,JP,1596333482.0
390,Ntcheu,-14.82,34.64,284.34,93.0,24.0,2.32,MW,1596333482.0
391,Ust-Kuyga,70.02,135.6,288.39,50.0,0.0,4.1,RU,1596333483.0
393,Caravelas,-17.71,-39.25,293.37,85.0,0.0,2.48,BR,1596333404.0
394,Esmeralda,21.85,-78.12,299.16,88.0,100.0,2.77,CU,1596333483.0
395,Amahai,-3.33,128.92,298.68,84.0,95.0,5.7,ID,1596333484.0
396,Lingao,19.91,109.69,303.5,71.0,91.0,3.78,CN,1596333484.0
397,Marshall,34.38,-86.33,299.26,36.0,5.0,1.34,US,1596333484.0
398,Sharlyk,52.92,54.75,292.04,49.0,0.0,4.83,RU,1596333484.0
399,Roebourne,-20.78,117.13,299.67,21.0,0.0,1.32,AU,1596333485.0
400,Taltal,-25.4,-70.48,286.01,74.0,16.0,2.77,CL,1596333485.0
401,Coyhaique,-45.58,-72.07,278.15,80.0,75.0,1.0,CL,1596333286.0
402,Sittwe,20.15,92.9,302.23,77.0,100.0,1.53,MM,1596333485.0
403,Yerbogachën,61.28,108.01,295.02,49.0,0.0,5.07,RU,1596333485.0
404,Palmer,42.16,-72.33,299.26,65.0,75.0,1.5,US,1596333486.0
405,Vestmannaeyjar,63.44,-20.27,284.22,93.0,95.0,6.53,IS,1596333486.0
406,Merrill,45.18,-89.68,297.15,77.0,40.0,2.74,US,1596333486.0
407,Astorga,-23.23,-51.67,292.15,63.0,0.0,3.64,BR,1596333487.0
408,Carutapera,-1.2,-46.02,297.44,86.0,71.0,2.04,BR,1596333487.0
409,Dengzhou,37.81,120.75,297.72,92.0,100.0,2.82,CN,1596333312.0
410,Ferkessédougou,9.6,-5.2,294.63,94.0,87.0,2.81,CI,1596333487.0
411,Kibondo,-3.59,30.72,291.28,52.0,93.0,1.51,TZ,1596333488.0
412,Moctezuma,29.8,-109.67,297.9,68.0,100.0,0.57,MX,1596333488.0
415,Aquiraz,-3.9,-38.39,299.15,83.0,71.0,3.1,BR,1596333489.0
416,Zyryanka,65.75,150.85,292.84,43.0,18.0,1.04,RU,1596333439.0
417,Butajīra,8.12,38.37,287.26,81.0,93.0,2.92,ET,1596333489.0
418,Ambon City,-3.7,128.18,300.93,88.0,40.0,3.1,ID,1596333489.0
420,Sobolevo,54.43,31.9,284.66,92.0,67.0,4.23,RU,1596333490.0
421,Nome,64.5,-165.41,287.15,82.0,90.0,5.7,US,1596333275.0
422,Walvis Bay,-22.96,14.51,294.26,23.0,0.0,6.19,NA,1596333490.0
423,Mahébourg,-20.41,57.7,294.15,88.0,75.0,8.2,MU,1596333491.0
424,Guerrero Negro,27.98,-114.06,298.12,64.0,0.0,7.32,MX,1596333491.0
425,Creel,27.75,-107.63,291.15,57.0,4.0,3.3,MX,1596333491.0
426,Petropavlovskoye,52.07,84.11,292.72,63.0,7.0,2.69,RU,1596333491.0
427,Korla,41.76,86.15,301.84,15.0,64.0,1.9,CN,1596333491.0
428,Yizheng,24.67,103.43,292.67,84.0,87.0,4.26,CN,1596333492.0
429,Lusambo,-4.97,23.45,298.18,44.0,69.0,0.31,CD,1596333492.0
430,Negombo,7.21,79.84,299.15,94.0,75.0,3.6,LK,1596333492.0
431,Saint-François,46.42,3.91,295.15,73.0,99.0,1.5,FR,1596333434.0
432,Constantine,36.37,6.61,294.15,40.0,0.0,1.42,DZ,1596333493.0
434,Tena,-0.98,-77.82,292.4,85.0,24.0,1.45,EC,1596333493.0
435,Kemijärvi,66.71,27.43,283.23,80.0,100.0,1.48,FI,1596333493.0
436,Kilindoni,-7.91,39.67,297.84,77.0,4.0,8.08,TZ,1596333494.0
437,Camocim de São Félix,-8.36,-35.76,290.91,100.0,54.0,2.9,BR,1596333494.0
439,Hasaki,35.73,140.83,303.71,61.0,20.0,4.6,JP,1596333494.0
440,Sur,22.57,59.53,301.24,76.0,52.0,3.44,OM,1596333495.0
441,Langxiang,46.95,128.88,304.7,46.0,85.0,1.56,CN,1596333495.0
442,Kawalu,-7.38,108.21,297.06,78.0,77.0,1.42,ID,1596333495.0
443,Boguchany,58.38,97.45,291.93,76.0,100.0,1.92,RU,1596333495.0
444,Chanal,16.72,-92.4,299.15,74.0,75.0,1.5,MX,1596333496.0
445,Yerofey Pavlovich,53.97,121.97,289.3,95.0,100.0,3.31,RU,1596333496.0
446,Cabedelo,-6.98,-34.83,296.15,100.0,75.0,2.1,BR,1596333496.0
447,Nkhata Bay,-11.61,34.29,292.36,64.0,93.0,2.88,MW,1596333496.0
448,Novobirilyussy,56.95,90.67,291.95,67.0,46.0,0.99,RU,1596333497.0
449,Dunedin,-45.87,170.5,289.82,57.0,95.0,0.45,NZ,1596333497.0
450,Samarai,-10.62,150.67,298.57,77.0,38.0,7.04,PG,1596333497.0
451,Estelle,29.85,-90.11,302.59,79.0,20.0,4.1,US,1596333497.0
452,Marsabit,2.33,37.99,287.95,92.0,57.0,10.63,KE,1596333497.0
453,Lieksa,63.32,30.02,285.64,82.0,99.0,1.74,FI,1596333498.0
454,Puerto Ayacucho,5.66,-67.62,297.55,88.0,100.0,1.9,VE,1596333498.0
455,Mount Isa,-20.73,139.5,297.15,33.0,0.0,7.2,AU,1596333498.0
456,Manono,-7.3,27.42,294.59,42.0,98.0,2.3,CD,1596333498.0
457,Zhangaözen,43.3,52.8,298.07,24.0,6.0,4.29,KZ,1596333499.0
458,Dalaba,10.7,-12.25,289.69,100.0,100.0,0.88,GN,1596333499.0
459,Leningradskiy,69.38,178.42,278.97,72.0,96.0,2.66,RU,1596333499.0
460,Victor Harbor,-35.57,138.62,287.04,89.0,100.0,0.83,AU,1596333499.0
461,Lewisburg,35.45,-86.79,295.15,94.0,50.0,3.1,US,1596333500.0
462,Heihe,50.24,127.49,297.15,88.0,40.0,3.0,CN,1596333500.0
464,Waipawa,-41.41,175.52,288.15,51.0,100.0,4.6,NZ,1596333500.0
465,Bukachacha,52.98,116.92,291.02,89.0,100.0,3.71,RU,1596333500.0
466,Esna,25.29,32.55,304.15,29.0,23.0,3.77,EG,1596333415.0
468,Chifeng,42.27,118.96,305.02,37.0,98.0,4.55,CN,1596333501.0
469,Kuopio,62.89,27.68,287.15,93.0,20.0,1.0,FI,1596333407.0
470,Prymors'k,46.73,36.34,291.79,60.0,33.0,3.32,UA,1596333502.0
471,Marsh Harbour,26.54,-77.06,301.63,81.0,100.0,13.06,BS,1596333502.0
472,Kashgar,39.45,75.98,297.15,31.0,40.0,3.0,CN,1596333502.0
473,Fenoarivo Atsinanana,-17.37,49.42,291.36,86.0,8.0,3.95,MG,1596333502.0
474,Kirakira,-10.45,161.92,301.85,70.0,22.0,1.71,SB,1596333503.0
475,Pangnirtung,66.15,-65.71,280.89,81.0,99.0,0.64,CA,1596333503.0
476,Jumla,29.27,82.18,292.87,62.0,64.0,0.9,NP,1596333503.0
477,Bathsheba,13.22,-59.52,300.15,83.0,20.0,2.6,BB,1596333503.0
478,Mae Sai,20.43,99.88,299.26,100.0,75.0,2.1,TH,1596333504.0
479,Tsimmerbude,54.67,20.13,288.15,100.0,90.0,2.0,RU,1596333504.0
480,Sémbé,1.65,14.58,295.26,85.0,99.0,1.16,CG,1596333504.0
481,Ishigaki,24.34,124.16,301.15,94.0,75.0,8.2,JP,1596333504.0
482,Maragogi,-9.01,-35.22,296.21,87.0,30.0,4.39,BR,1596333505.0
483,High Level,58.52,-117.14,302.15,51.0,20.0,5.7,CA,1596333505.0
484,Sakaiminato,35.55,133.23,303.15,66.0,75.0,1.5,JP,1596333505.0
485,Taguatinga,-12.39,-46.57,294.28,50.0,0.0,2.73,BR,1596333506.0
486,Ventspils,57.39,21.56,281.15,100.0,60.0,3.08,LV,1596333506.0
487,Narok,-1.08,35.86,285.29,90.0,45.0,3.32,KE,1596333506.0
488,Sirte,31.21,16.59,299.03,74.0,0.0,3.04,LY,1596333506.0
489,Buncrana,55.13,-7.45,283.05,93.0,86.0,2.98,IE,1596333507.0
490,Nūh,28.12,77.02,305.37,5.0,1.0,2.18,IN,1596333507.0
491,Urdoma,61.75,48.54,281.8,90.0,87.0,1.15,RU,1596333507.0
492,Brigantine,39.41,-74.36,299.15,78.0,1.0,2.6,US,1596333507.0
493,Erenhot,43.65,111.98,295.28,45.0,69.0,9.71,CN,1596333508.0
494,Baharly,38.44,57.43,299.91,26.0,0.0,2.76,TM,1596333508.0
495,Dolisie,-4.2,12.67,291.86,90.0,18.0,1.62,CG,1596333508.0
496,Sotuta,20.6,-89.02,300.99,76.0,0.0,3.77,MX,1596333509.0
497,Anastácio,-20.48,-55.81,298.05,35.0,0.0,4.29,BR,1596333509.0
498,Beloha,-25.17,45.05,287.77,81.0,0.0,4.62,MG,1596333509.0
499,Arrondissement de Beaune,47.08,4.75,295.15,83.0,100.0,1.0,FR,1596333509.0
500,Waddān,29.16,16.14,295.48,49.0,0.0,0.48,LY,1596333510.0
501,Bridlington,54.08,-0.19,285.93,87.0,58.0,2.6,GB,1596333510.0
502,Ocós,14.51,-92.19,301.15,88.0,75.0,2.04,GT,1596333510.0
503,Salinópolis,-0.61,-47.36,299.46,80.0,87.0,4.39,BR,1596333510.0
504,Sanquhar,55.37,-3.92,286.15,93.0,75.0,2.6,GB,1596333511.0
505,Perote,19.57,-97.23,285.38,98.0,50.0,0.87,MX,1596333511.0
506,Pangai,-19.8,-174.35,296.07,72.0,89.0,7.25,TO,1596333511.0
507,Vao,-22.67,167.48,292.66,72.0,30.0,7.58,NC,1596333511.0
508,Marawi,8.0,124.29,300.93,78.0,100.0,1.94,PH,1596333512.0
509,Beidao,34.57,105.89,297.73,58.0,0.0,0.29,CN,1596333496.0
511,Bojnourd,37.47,57.33,288.15,47.0,0.0,2.1,IR,1596333512.0
512,Būlaevo,54.91,70.44,295.9,65.0,53.0,0.3,KZ,1596333513.0
513,Rosetta,31.4,30.42,299.15,83.0,0.0,4.1,EG,1596333513.0
514,Manokwari,-0.87,134.08,302.56,69.0,94.0,2.56,ID,1596333513.0
515,Lianran,24.92,102.48,297.04,82.0,75.0,7.0,CN,1596333513.0
516,Kula,38.55,28.65,293.28,67.0,0.0,0.97,TR,1596333514.0
517,Touba,8.28,-7.68,294.24,95.0,100.0,3.42,CI,1596333514.0
518,Najrān,17.49,44.13,300.15,57.0,40.0,4.1,SA,1596333514.0
519,Berlevåg,70.86,29.09,282.34,87.0,98.0,2.7,NO,1596333514.0
520,Karasburg,-28.02,18.75,287.99,29.0,0.0,6.06,NA,1596333514.0
521,Lavrentiya,65.58,-171.0,280.95,65.0,99.0,6.68,RU,1596333515.0
523,Peniche,39.36,-9.38,290.93,88.0,0.0,2.68,PT,1596333515.0
524,Bacolod City,10.67,122.95,302.56,65.0,97.0,1.48,PH,1596333459.0
525,Ouro Preto do Oeste,-10.75,-62.22,297.16,42.0,0.0,0.62,BR,1596333516.0
526,Igrim,63.19,64.42,288.11,76.0,94.0,2.29,RU,1596333516.0
527,Harper,4.38,-7.72,296.6,86.0,100.0,4.76,LR,1596333516.0
528,Flinders,-34.58,150.86,292.04,50.0,84.0,3.58,AU,1596333517.0
529,Ōmachi,36.5,137.87,302.04,65.0,75.0,2.1,JP,1596333517.0
530,Maniwaki,46.38,-75.97,292.1,84.0,34.0,1.07,CA,1596333517.0
531,Kang,-23.68,22.79,282.64,47.0,0.0,3.39,BW,1596333517.0
532,Clarence Town,-32.58,151.78,290.37,55.0,3.0,7.2,AU,1596333517.0
533,Itoman,26.12,127.67,305.15,66.0,75.0,7.7,JP,1596333518.0
534,Teya,60.38,92.63,289.94,73.0,94.0,1.03,RU,1596333518.0
536,Mackay,-21.15,149.2,295.15,64.0,28.0,9.3,AU,1596333518.0
537,San Ramon,37.78,-121.98,303.15,30.0,1.0,4.6,US,1596333260.0
538,Portland,45.52,-122.68,300.93,42.0,20.0,3.6,US,1596333519.0
539,Krasnyy,54.57,31.43,284.46,92.0,67.0,4.09,RU,1596333519.0
540,Sanmenxia,34.77,111.18,301.78,68.0,29.0,2.0,CN,1596333519.0
542,Hofn,64.25,-15.21,283.88,96.0,100.0,6.21,IS,1596333520.0
543,Inírida,3.87,-67.92,296.17,93.0,56.0,0.23,CO,1596333520.0
544,Dakar,14.69,-17.44,301.15,83.0,20.0,1.0,SN,1596333072.0
545,Sibut,5.72,19.07,295.33,94.0,100.0,0.89,CF,1596333520.0
546,Boffa,10.17,-14.03,296.95,93.0,100.0,0.5,GN,1596333521.0
547,Visnes,59.36,5.22,289.26,93.0,100.0,2.6,NO,1596333521.0
548,Madang,-5.22,145.8,301.74,71.0,72.0,2.86,PG,1596333521.0
549,Witney,51.78,-1.49,285.37,81.0,20.0,1.5,GB,1596333521.0
550,Tursunzoda,38.51,68.23,294.15,60.0,40.0,1.0,TJ,1596333522.0
551,Yayva,59.33,57.26,288.15,80.0,100.0,2.24,RU,1596333522.0
552,Biltine,14.53,20.92,298.59,76.0,100.0,4.49,TD,1596333522.0
554,Pitimbu,-7.47,-34.81,296.15,100.0,75.0,2.1,BR,1596333523.0
555,Puerto Maldonado,-12.6,-69.18,294.85,60.0,0.0,0.5,PE,1596333523.0
556,Whitehorse,60.72,-135.05,295.15,33.0,40.0,8.2,CA,1596333523.0
557,Tilichiki,60.47,166.1,289.91,54.0,39.0,3.11,RU,1596333523.0
558,Naze,28.37,129.48,304.15,74.0,40.0,3.6,JP,1596333524.0
559,Banjar,-8.19,114.97,298.15,88.0,40.0,2.1,ID,1596333524.0
560,Dhidhdhoo,6.88,73.1,301.4,78.0,100.0,7.06,MV,1596333524.0
561,Kiunga,-6.12,141.29,297.9,76.0,100.0,1.28,PG,1596333525.0
563,Ginir,7.13,40.7,287.19,86.0,86.0,5.68,ET,1596333525.0
565,Moskovskiy,55.6,37.35,287.15,87.0,75.0,3.0,RU,1596333526.0
566,Yeniseysk,58.45,92.17,291.41,69.0,88.0,1.96,RU,1596333526.0
567,Umba,66.69,34.34,282.02,89.0,23.0,2.74,RU,1596333526.0
568,Mocuba,-16.84,36.99,287.94,96.0,33.0,1.62,MZ,1596333526.0
570,Sainte-Suzanne,-20.91,55.61,289.15,87.0,23.0,2.1,RE,1596333527.0
571,Dufftown,57.43,-3.13,286.48,76.0,40.0,3.6,GB,1596333527.0
572,Miraflores,19.22,-98.81,292.15,55.0,90.0,1.5,MX,1596333527.0
573,Kumluca,36.37,30.29,301.56,43.0,0.0,1.17,TR,1596333528.0
574,Kargil,34.57,76.1,286.61,49.0,50.0,1.87,IN,1596333528.0
575,Troitsk,54.1,61.58,292.2,63.0,0.0,2.75,RU,1596333528.0
576,Mariental,-24.63,17.97,284.3,38.0,0.0,5.96,NA,1596333528.0
577,Hobyo,5.35,48.53,298.26,72.0,13.0,10.23,SO,1596333528.0
578,Tura,25.52,90.22,302.07,73.0,92.0,0.71,IN,1596333529.0
579,Seoul,37.57,126.98,299.15,100.0,90.0,3.75,KR,1596333271.0
580,Janakkala,60.9,24.6,287.04,85.0,98.0,0.45,FI,1596333529.0
581,Leh,34.17,77.58,288.7,43.0,1.0,2.79,IN,1596333529.0
582,Bafra,41.57,35.91,297.15,64.0,75.0,6.2,TR,1596333530.0
583,Ayorou,14.73,0.92,303.1,59.0,79.0,6.31,NE,1596333530.0
584,Bykovo,55.64,38.08,287.15,93.0,40.0,4.0,RU,1596333530.0
585,Celestún,20.87,-90.4,301.06,80.0,0.0,6.38,MX,1596333530.0
586,Saurimo,-9.66,20.39,290.73,40.0,69.0,3.16,AO,1596333531.0
587,La Rioja,42.25,-2.5,293.15,72.0,90.0,3.6,ES,1596333531.0
588,Chihuahua,28.5,-106.0,307.15,18.0,40.0,4.1,MX,1596332983.0
589,Berbera,10.44,45.01,305.1,42.0,100.0,13.01,SO,1596333531.0
590,Asekeyevo,53.57,52.8,290.58,84.0,100.0,4.34,RU,1596333532.0
591,Buin,-33.73,-70.75,282.59,87.0,67.0,2.1,CL,1596333532.0
592,Tumut,-35.3,148.22,286.13,55.0,81.0,1.63,AU,1596333532.0
594,Maningrida,-12.07,134.27,299.4,52.0,1.0,4.74,AU,1596333534.0
595,Tahe,52.33,124.73,292.93,81.0,100.0,2.78,CN,1596333534.0
596,Kresna,41.73,23.15,294.26,86.0,0.0,2.1,BG,1596333534.0
597,Aykhal,66.0,111.5,294.15,46.0,0.0,2.74,RU,1596333535.0
598,São Miguel do Araguaia,-13.28,-50.16,294.2,42.0,0.0,1.41,BR,1596333535.0
599,Griffith,41.53,-87.42,294.15,82.0,90.0,1.5,US,1596333264.0
600,Road Town,18.42,-64.62,300.93,89.0,6.0,0.89,VG,1596333535.0
601,Itaqui,-29.13,-56.55,291.66,93.0,0.0,3.7,BR,1596333536.0
602,Iquique,-20.22,-70.14,289.15,72.0,90.0,3.1,CL,1596333536.0
603,Aksu,41.12,80.26,302.46,21.0,40.0,1.95,CN,1596333536.0
604,Tuxpan,19.55,-103.4,293.53,85.0,100.0,0.82,MX,1596333536.0
605,Adelaide,-34.93,138.6,290.15,36.0,98.0,4.6,AU,1596333482.0
606,Province of Groningen,53.25,6.75,288.71,100.0,100.0,1.0,NL,1596333298.0
607,Cutervo,-6.38,-78.82,283.32,100.0,58.0,2.36,PE,1596333537.0
608,Sangar,63.92,127.47,296.37,41.0,0.0,1.83,RU,1596333537.0
609,Gazimurskiy Zavod,51.55,118.33,296.8,62.0,12.0,3.59,RU,1596333537.0
